,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Overall rank,Country or region,Score,GDP per capita,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual
220,Greece,Western Europe,5.723,0.046,5.813,5.632,10.279,0.823,72.6,0.582,-0.288,0.823,2.43,1.273,0.811,0.76,0.243,0.0,0.074,2.561,,,,,,,,,,,,,,,,,,,,,,,,,
221,Bolivia,Latin America and Caribbean,5.716,0.053,5.819,5.613,9.046,0.81,63.901,0.875,-0.077,0.839,2.43,0.842,0.782,0.486,0.6,0.138,0.064,2.805,,,,,,,,,,,,,,,,,,,,,,,,,
222,Mongolia,East Asia,5.677,0.042,5.76,5.595,9.4,0.935,62.5,0.708,0.116,0.856,2.43,0.966,1.065,0.442,0.397,0.263,0.053,2.492,,,,,,,,,,,,,,,,,,,,,,,,,
223,Paraguay,Latin America and Caribbean,5.653,0.092,5.832,5.473,9.448,0.893,65.9,0.876,0.028,0.882,2.43,0.983,0.97,0.549,0.602,0.206,0.037,2.306,,,,,,,,,,,,,,,,,,,,,,,,,
224,Montenegro,Central and Eastern Europe,5.581,0.054,5.686,5.475,9.94,0.858,68.699,0.708,-0.034,0.812,2.43,1.155,0.891,0.637,0.397,0.166,0.081,2.254,,,,,,,,,,,,,,,,,,,,,,,,,
225,Dominican Republic,Latin America and Caribbean,5.545,0.071,5.685,5.405,9.802,0.853,66.102,0.86,-0.133,0.714,2.43,1.106,0.879,0.555,0.581,0.101,0.144,2.178,,,,,,,,,,,,,,,,,,,,,,,,,
226,North Cyprus,Western Europe,5.536,0.051,5.636,5.435,10.576,0.82,73.898,0.795,0.012,0.626,2.43,1.377,0.806,0.801,0.503,0.196,0.2,1.653,,,,,,,,,,,,,,,,,,,,,,,,,
227,Belarus,Commonwealth of Independent States,5.534,0.047,5.625,5.442,9.853,0.91,66.253,0.65,-0.18,0.627,2.43,1.124,1.007,0.56,0.326,0.07,0.199,2.247,,,,,,,,,,,,,,,,,,,,,,,,,
228,Russia,Commonwealth of Independent States,5.477,0.033,5.541,5.413,10.189,0.903,64.703,0.718,-0.111,0.845,2.43,1.241,0.992,0.511,0.409,0.115,0.06,2.148,,,,,,,,,,,,,,,,,,,,,,,,,
229,Hong Kong S.A.R. of China,East Asia,5.477,0.049,5.573,5.38,11.0,0.836,76.82,0.717,0.067,0.403,2.43,1.525,0.841,0.893,0.408,0.232,0.342,1.236,,,,,,,,,,,,,,,,,,,,,,,,,
230,Tajikistan,Commonwealth of Independent States,5.466,0.034,5.532,5.4,8.091,0.86,64.281,0.832,-0.056,0.553,2.43,0.508,0.895,0.498,0.548,0.152,0.247,2.619,,,,,,,,,,,,,,,,,,,,,,,,,
231,Vietnam,Southeast Asia,5.411,0.039,5.488,5.334,8.973,0.85,68.034,0.94,-0.098,0.796,2.43,0.817,0.873,0.616,0.679,0.124,0.091,2.211,,,,,,,,,,,,,,,,,,,,,,,,,
232,Libya,Middle East and North Africa,5.41,0.076,5.558,5.262,9.622,0.827,62.3,0.771,-0.087,0.667,2.43,1.044,0.821,0.435,0.474,0.131,0.174,2.331,,,,,,,,,,,,,,,,,,,,,,,,,
233,Malaysia,Southeast Asia,5.384,0.049,5.48,5.289,10.238,0.817,67.102,0.895,0.125,0.839,2.43,1.259,0.797,0.587,0.624,0.27,0.064,1.784,,,,,,,,,,,,,,,,,,,,,,,,,
234,Indonesia,Southeast Asia,5.345,0.056,5.454,5.235,9.365,0.811,62.236,0.873,0.542,0.867,2.43,0.954,0.786,0.433,0.598,0.541,0.046,1.987,,,,,,,,,,,,,,,,,,,,,,,,,
235,Congo (Brazzaville),Sub-Saharan Africa,5.342,0.097,5.533,5.151,8.117,0.636,58.221,0.695,-0.068,0.745,2.43,0.518,0.392,0.307,0.381,0.144,0.124,3.476,,,,,,,,,,,,,,,,,,,,,,,,,
236,China,East Asia,5.339,0.029,5.397,5.281,9.673,0.811,69.593,0.904,-0.146,0.755,2.43,1.061,0.785,0.665,0.636,0.093,0.117,1.982,,,,,,,,,,,,,,,,,,,,,,,,,
237,Ivory Coast,Sub-Saharan Africa,5.306,0.078,5.46,5.152,8.551,0.644,50.114,0.741,-0.016,0.794,2.43,0.669,0.409,0.052,0.438,0.177,0.092,3.469,,,,,,,,,,,,,,,,,,,,,,,,,
238,Armenia,Commonwealth of Independent States,5.283,0.058,5.397,5.168,9.487,0.799,67.055,0.825,-0.168,0.629,2.43,0.996,0.758,0.585,0.54,0.079,0.198,2.127,,,,,,,,,,,,,,,,,,,,,,,,,
239,Nepal,South Asia,5.269,0.07,5.406,5.132,8.12,0.774,64.233,0.782,0.152,0.727,2.43,0.519,0.702,0.496,0.488,0.287,0.135,2.642,,,,,,,,,,,,,,,,,,,,,,,,,
240,Bulgaria,Central and Eastern Europe,5.266,0.054,5.371,5.16,10.016,0.931,67.0,0.788,-0.096,0.932,2.43,1.181,1.055,0.583,0.494,0.125,0.005,1.823,,,,,,,,,,,,,,,,,,,,,,,,,
241,Maldives,South Asia,5.198,0.072,5.339,5.057,9.826,0.913,70.6,0.854,0.024,0.825,2.43,1.115,1.015,0.697,0.575,0.204,0.073,1.52,,,,,,,,,,,,,,,,,,,,,,,,,
242,Azerbaijan,Commonwealth of Independent States,5.171,0.04,5.25,5.091,9.569,0.836,65.656,0.814,-0.223,0.506,2.43,1.025,0.841,0.541,0.526,0.043,0.276,1.919,,,,,,,,,,,,,,,,,,,,,,,,,
243,Cameroon,Sub-Saharan Africa,5.142,0.074,5.288,4.996,8.189,0.71,53.515,0.731,0.026,0.848,2.43,0.543,0.556,0.159,0.425,0.205,0.058,3.195,,,,,,,,,,,,,,,,,,,,,,,,,
244,Senegal,Sub-Saharan Africa,5.132,0.068,5.266,4.998,8.118,0.71,59.802,0.695,-0.046,0.801,2.43,0.518,0.558,0.357,0.381,0.158,0.088,3.071,,,,,,,,,,,,,,,,,,,,,,,,,
245,Albania,Central and Eastern Europe,5.117,0.059,5.234,5.001,9.52,0.697,68.999,0.785,-0.03,0.901,2.43,1.008,0.529,0.646,0.491,0.168,0.024,2.25,,,,,,,,,,,,,,,,,,,,,,,,,
246,North Macedonia,Central and Eastern Europe,5.101,0.051,5.202,5.001,9.693,0.805,65.474,0.751,0.038,0.905,2.43,1.068,0.772,0.535,0.45,0.212,0.022,2.042,,,,,,,,,,,,,,,,,,,,,,,,,
247,Ghana,Sub-Saharan Africa,5.088,0.067,5.219,4.958,8.58,0.727,57.586,0.807,0.123,0.848,2.43,0.68,0.595,0.287,0.517,0.268,0.058,2.684,,,,,,,,,,,,,,,,,,,,,,,,,
248,Niger,Sub-Saharan Africa,5.074,0.102,5.273,4.875,7.098,0.641,53.78,0.806,0.018,0.693,2.43,0.162,0.402,0.167,0.516,0.2,0.157,3.47,,,,,,,,,,,,,,,,,,,,,,,,,
249,Turkmenistan,Commonwealth of Independent States,5.066,0.036,5.136,4.996,9.629,0.983,62.409,0.877,0.273,0.888,2.43,1.046,1.172,0.439,0.602,0.366,0.033,1.409,,,,,,,,,,,,,,,,,,,,,,,,,
250,Gambia,Sub-Saharan Africa,5.051,0.089,5.225,4.877,7.686,0.69,55.16,0.697,0.424,0.746,2.43,0.367,0.511,0.21,0.384,0.465,0.123,2.99,,,,,,,,,,,,,,,,,,,,,,,,,
251,Benin,Sub-Saharan Africa,5.045,0.073,5.189,4.901,8.087,0.489,54.713,0.757,-0.034,0.661,2.43,0.507,0.058,0.196,0.457,0.166,0.178,3.482,,,,,,,,,,,,,,,,,,,,,,,,,
252,Laos,Southeast Asia,5.03,0.045,5.119,4.941,8.947,0.728,58.968,0.91,0.123,0.658,2.43,0.808,0.598,0.33,0.643,0.268,0.179,2.204,,,,,,,,,,,,,,,,,,,,,,,,,
253,Bangladesh,South Asia,5.025,0.046,5.115,4.934,8.454,0.693,64.8,0.877,-0.041,0.682,2.43,0.635,0.52,0.514,0.603,0.161,0.164,2.427,,,,,,,,,,,,,,,,,,,,,,,,,
254,Guinea,Sub-Saharan Africa,4.984,0.09,5.16,4.808,7.838,0.639,55.008,0.697,0.095,0.766,2.43,0.42,0.399,0.206,0.384,0.25,0.111,3.216,,,,,,,,,,,,,,,,,,,,,,,,,
255,South Africa,Sub-Saharan Africa,4.956,0.06,5.074,4.839,9.403,0.86,56.904,0.749,-0.067,0.86,2.43,0.967,0.895,0.265,0.447,0.144,0.051,2.187,,,,,,,,,,,,,,,,,,,,,,,,,
256,Turkey,Middle East and North Africa,4.948,0.046,5.038,4.857,10.24,0.822,67.199,0.576,-0.139,0.776,2.43,1.26,0.809,0.59,0.236,0.097,0.104,1.852,,,,,,,,,,,,,,,,,,,,,,,,,
257,Pakistan,South Asia,4.934,0.068,5.066,4.802,8.458,0.651,58.709,0.726,0.098,0.787,2.43,0.637,0.423,0.322,0.418,0.252,0.097,2.784,,,,,,,,,,,,,,,,,,,,,,,,,
258,Morocco,Middle East and North Africa,4.918,0.06,5.036,4.8,8.903,0.56,66.208,0.774,-0.236,0.801,2.43,0.792,0.219,0.558,0.477,0.034,0.088,2.749,,,,,,,,,,,,,,,,,,,,,,,,,
259,Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,,,,,,,,,,,,,,,,,,,,,,,,,
260,Georgia,Commonwealth of Independent States,4.891,0.054,4.998,4.785,9.585,0.671,64.3,0.783,-0.238,0.655,2.43,1.03,0.47,0.498,0.488,0.032,0.181,2.191,,,,,,,,,,,,,,,,,,,,,,,,,
261,Algeria,Middle East and North Africa,4.887,0.053,4.991,4.783,9.342,0.802,66.005,0.48,-0.067,0.752,2.43,0.946,0.765,0.552,0.119,0.144,0.12,2.242,,,,,,,,,,,,,,,,,,,,,,,,,
262,Ukraine,Commonwealth of Independent States,4.875,0.052,4.977,4.773,9.436,0.888,64.902,0.724,-0.011,0.924,2.43,0.979,0.958,0.517,0.417,0.181,0.01,1.813,,,,,,,,,,,,,,,,,,,,,,,,,
263,Iraq,Middle East and North Africa,4.854,0.059,4.97,4.738,9.24,0.746,60.583,0.63,-0.053,0.875,2.43,0.91,0.638,0.381,0.302,0.153,0.041,2.429,,,,,,,,,,,,,,,,,,,,,,,,,
264,Gabon,Sub-Saharan Africa,4.852,0.075,4.998,4.706,9.603,0.776,59.962,0.731,-0.2,0.84,2.43,1.037,0.707,0.362,0.424,0.058,0.064,2.201,,,,,,,,,,,,,,,,,,,,,,,,,
265,Burkina Faso,Sub-Saharan Africa,4.834,0.081,4.993,4.675,7.678,0.672,54.151,0.695,-0.009,0.748,2.43,0.364,0.472,0.179,0.381,0.182,0.122,3.133,,,,,,,,,,,,,,,,,,,,,,,,,
266,Cambodia,Southeast Asia,4.83,0.067,4.963,4.698,8.36,0.765,62.0,0.959,0.034,0.843,2.43,0.603,0.68,0.426,0.702,0.21,0.061,2.148,,,,,,,,,,,,,,,,,,,,,,,,,
267,Mozambique,Sub-Saharan Africa,4.794,0.103,4.997,4.592,7.158,0.744,54.706,0.882,0.061,0.684,2.43,0.183,0.634,0.196,0.608,0.228,0.163,2.783,,,,,,,,,,,,,,,,,,,,,,,,,
268,Nigeria,Sub-Saharan Africa,4.759,0.052,4.861,4.658,8.533,0.74,50.102,0.737,0.037,0.878,2.43,0.663,0.625,0.051,0.433,0.212,0.039,2.736,,,,,,,,,,,,,,,,,,,,,,,,,
269,Mali,Sub-Saharan Africa,4.723,0.082,4.884,4.563,7.744,0.724,51.969,0.697,-0.036,0.827,2.43,0.387,0.59,0.11,0.384,0.164,0.072,3.016,,,,,,,,,,,,,,,,,,,,,,,,,
270,Iran,Middle East and North Africa,4.721,0.055,4.828,4.614,9.584,0.71,66.3,0.608,0.218,0.714,2.43,1.03,0.557,0.561,0.275,0.33,0.144,1.823,,,,,,,,,,,,,,,,,,,,,,,,,
271,Uganda,Sub-Saharan Africa,4.636,0.073,4.78,4.493,7.677,0.781,56.101,0.709,0.122,0.855,2.43,0.364,0.718,0.24,0.398,0.267,0.054,2.596,,,,,,,,,,,,,,,,,,,,,,,,,
272,Liberia,Sub-Saharan Africa,4.625,0.106,4.833,4.417,7.288,0.72,56.498,0.735,0.05,0.85,2.43,0.228,0.58,0.253,0.43,0.221,0.057,2.857,,,,,,,,,,,,,,,,,,,,,,,,,
273,Kenya,Sub-Saharan Africa,4.607,0.072,4.747,4.466,8.361,0.688,60.704,0.779,0.287,0.825,2.43,0.603,0.508,0.385,0.483,0.375,0.073,2.18,,,,,,,,,,,,,,,,,,,,,,,,,
274,Tunisia,Middle East and North Africa,4.596,0.058,4.709,4.484,9.266,0.691,67.201,0.656,-0.201,0.87,2.43,0.919,0.515,0.59,0.334,0.057,0.044,2.138,,,,,,,,,,,,,,,,,,,,,,,,,
275,Lebanon,Middle East and North Africa,4.584,0.055,4.691,4.477,9.626,0.848,67.355,0.525,-0.073,0.898,2.43,1.045,0.868,0.595,0.175,0.14,0.026,1.736,,,,,,,,,,,,,,,,,,,,,,,,,
276,Namibia,Sub-Saharan Africa,4.574,0.064,4.7,4.448,9.161,0.818,56.799,0.719,-0.149,0.847,2.43,0.882,0.801,0.262,0.411,0.091,0.059,2.068,,,,,,,,,,,,,,,,,,,,,,,,,
277,Palestinian Territories,Middle East and North Africa,4.517,0.067,4.649,4.384,8.485,0.826,62.25,0.653,-0.163,0.821,2.43,0.646,0.819,0.434,0.33,0.082,0.075,2.131,,,,,,,,,,,,,,,,,,,,,,,,,
278,Myanmar,Southeast Asia,4.426,0.052,4.527,4.324,8.541,0.779,59.302,0.876,0.509,0.66,2.43,0.666,0.713,0.341,0.601,0.52,0.178,1.407,,,,,,,,,,,,,,,,,,,,,,,,,
279,Jordan,Middle East and North Africa,4.395,0.062,4.516,4.273,9.182,0.767,67.0,0.755,-0.167,0.705,2.43,0.89,0.685,0.583,0.455,0.079,0.15,1.553,,,,,,,,,,,,,,,,,,,,,,,,,
280,Chad,Sub-Saharan Africa,4.355,0.094,4.54,4.171,7.364,0.619,48.478,0.579,0.041,0.807,2.43,0.255,0.353,0.0,0.24,0.215,0.084,3.209,,,,,,,,,,,,,,,,,,,,,,,,,
281,Sri Lanka,South Asia,4.325,0.066,4.454,4.196,9.47,0.827,67.299,0.841,0.079,0.863,2.43,0.99,0.82,0.593,0.559,0.239,0.049,1.075,,,,,,,,,,,,,,,,,,,,,,,,,
282,Swaziland,Sub-Saharan Africa,4.308,0.071,4.448,4.168,9.065,0.77,50.833,0.647,-0.185,0.708,2.43,0.849,0.693,0.074,0.323,0.067,0.147,2.155,,,,,,,,,,,,,,,,,,,,,,,,,
283,Comoros,Sub-Saharan Africa,4.289,0.084,4.454,4.123,8.031,0.626,57.349,0.548,0.082,0.781,2.43,0.488,0.367,0.279,0.202,0.241,0.101,2.61,,,,,,,,,,,,,,,,,,,,,,,,,
284,Egypt,Middle East and North Africa,4.283,0.045,4.371,4.195,9.367,0.75,61.998,0.749,-0.182,0.795,2.43,0.954,0.647,0.426,0.446,0.069,0.092,1.648,,,,,,,,,,,,,,,,,,,,,,,,,
285,Ethiopia,Sub-Saharan Africa,4.275,0.051,4.374,4.175,7.694,0.764,59.0,0.752,0.082,0.761,2.43,0.37,0.679,0.331,0.451,0.241,0.114,2.089,,,,,,,,,,,,,,,,,,,,,,,,,
286,Mauritania,Sub-Saharan Africa,4.227,0.07,4.365,4.09,8.542,0.795,57.161,0.561,-0.106,0.731,2.43,0.666,0.749,0.273,0.218,0.119,0.133,2.069,,,,,,,,,,,,,,,,,,,,,,,,,
287,Madagascar,Sub-Saharan Africa,4.208,0.072,4.349,4.068,7.396,0.686,59.305,0.552,-0.005,0.803,2.43,0.266,0.503,0.341,0.207,0.185,0.087,2.62,,,,,,,,,,,,,,,,,,,,,,,,,
288,Togo,Sub-Saharan Africa,4.107,0.077,4.258,3.956,7.362,0.569,54.914,0.619,0.032,0.772,2.43,0.254,0.239,0.203,0.289,0.209,0.107,2.806,,,,,,,,,,,,,,,,,,,,,,,,,
289,Zambia,Sub-Saharan Africa,4.073,0.069,4.209,3.938,8.145,0.708,55.809,0.782,0.061,0.823,2.43,0.528,0.552,0.231,0.487,0.227,0.074,1.975,,,,,,,,,,,,,,,,,,,,,,,,,
290,Sierra Leone,Sub-Saharan Africa,3.849,0.077,4.001,3.698,7.434,0.63,51.651,0.717,0.084,0.866,2.43,0.279,0.377,0.1,0.408,0.243,0.047,2.396,,,,,,,,,,,,,,,,,,,,,,,,,
291,India,South Asia,3.819,0.026,3.869,3.769,8.755,0.603,60.633,0.893,0.089,0.774,2.43,0.741,0.316,0.383,0.622,0.246,0.106,1.405,,,,,,,,,,,,,,,,,,,,,,,,,
292,Burundi,Sub-Saharan Africa,3.775,0.107,3.985,3.565,6.635,0.49,53.4,0.626,-0.024,0.607,2.43,0.0,0.062,0.155,0.298,0.172,0.212,2.876,,,,,,,,,,,,,,,,,,,,,,,,,
293,Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,,,,,,,,,,,,,,,,,,,,,,,,,
294,Tanzania,Sub-Saharan Africa,3.623,0.071,3.762,3.485,7.876,0.702,57.999,0.833,0.183,0.577,2.43,0.433,0.54,0.3,0.549,0.307,0.231,1.263,,,,,,,,,,,,,,,,,,,,,,,,,
295,Haiti,Latin America and Caribbean,3.615,0.173,3.953,3.276,7.477,0.54,55.7,0.593,0.422,0.721,2.43,0.294,0.173,0.227,0.257,0.463,0.139,2.06,,,,,,,,,,,,,,,,,,,,,,,,,
296,Malawi,Sub-Saharan Africa,3.6,0.092,3.781,3.419,6.958,0.537,57.948,0.78,0.038,0.729,2.43,0.113,0.168,0.298,0.484,0.213,0.134,2.19,,,,,,,,,,,,,,,,,,,,,,,,,
297,Lesotho,Sub-Saharan Africa,3.512,0.12,3.748,3.276,7.926,0.787,48.7,0.715,-0.131,0.915,2.43,0.451,0.731,0.007,0.405,0.103,0.015,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
298,Botswana,Sub-Saharan Africa,3.467,0.074,3.611,3.322,9.782,0.784,59.269,0.824,-0.246,0.801,2.43,1.099,0.724,0.34,0.539,0.027,0.088,0.648,,,,,,,,,,,,,,,,,,,,,,,,,
299,Rwanda,Sub-Saharan Africa,3.415,0.068,3.548,3.282,7.676,0.552,61.4,0.897,0.061,0.167,2.43,0.364,0.202,0.407,0.627,0.227,0.493,1.095,,,,,,,,,,,,,,,,,,,,,,,,,
300,Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,,,,,,,,,,,,,,,,,,,,,,,,,
301,Afghanistan,South Asia,2.523,0.038,2.596,2.449,7.695,0.463,52.493,0.382,-0.102,0.924,2.43,0.37,0.0,0.126,0.0,0.122,0.01,1.895,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,1.587,0.986,0.596,0.153,0.393,,,,,,,,,1.0,Finland,7.769,1.34,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,1.573,0.996,0.592,0.252,0.41,,,,,,,,,2.0,Denmark,7.6,1.383,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,1.582,1.028,0.603,0.271,0.341,,,,,,,,,3.0,Norway,7.554,1.488,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,1.624,1.026,0.591,0.354,0.118,,,,,,,,,4.0,Iceland,7.494,1.38,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,1.522,0.999,0.557,0.322,0.298,,,,,,,,,5.0,Netherlands,7.488,1.396,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,1.526,1.052,0.572,0.263,0.343,,,,,,,,,6.0,Switzerland,7.48,1.452,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,1.487,1.009,0.574,0.267,0.373,,,,,,,,,7.0,Sweden,7.343,1.387,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,1.557,1.026,0.585,0.33,0.38,,,,,,,,,8.0,New Zealand,7.307,1.303,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,1.505,1.039,0.584,0.285,0.308,,,,,,,,,9.0,Canada,7.278,1.365,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,1.475,1.016,0.532,0.244,0.226,,,,,,,,,10.0,Austria,7.246,1.376,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,1.548,1.036,0.557,0.332,0.29,,,,,,,,,11.0,Australia,7.228,1.372,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,1.441,0.963,0.558,0.144,0.093,,,,,,,,,12.0,Costa Rica,7.167,1.034,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,1.455,1.029,0.371,0.261,0.082,,,,,,,,,13.0,Israel,7.139,1.276,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,1.479,1.012,0.526,0.194,0.316,,,,,,,,,14.0,Luxembourg,7.09,1.609,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,1.538,0.996,0.45,0.348,0.278,,,,,,,,,15.0,United Kingdom,7.054,1.333,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,1.553,0.999,0.516,0.298,0.31,,,,,,,,,16.0,Ireland,7.021,1.499,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,1.454,0.987,0.495,0.261,0.265,,,,,,,,,17.0,Germany,6.985,1.373,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,1.504,0.986,0.473,0.16,0.21,,,,,,,,,18.0,Belgium,6.923,1.356,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,1.457,0.874,0.454,0.28,0.128,,,,,,,,,19.0,United States,6.892,1.433,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,1.487,0.92,0.457,0.046,0.036,,,,,,,,,20.0,Czech Republic,6.852,1.269,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,1.31,0.825,0.598,0.262,0.182,,,,,,,,,21.0,United Arab Emirates,6.825,1.503,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,1.52,0.999,0.564,0.375,0.151,,,,,,,,,22.0,Malta,6.726,1.3,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,1.323,0.861,0.433,0.074,0.073,,,,,,,,,23.0,Mexico,6.595,1.07,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,1.472,1.045,0.436,0.111,0.183,,,,,,,,,24.0,France,6.592,1.324,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,1.43,0.914,0.351,0.242,0.097,,,,,,,,,25.0,Taiwan,6.446,1.368,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,1.369,0.92,0.357,0.187,0.056,,,,,,,,,26.0,Chile,6.444,1.159,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,1.269,0.746,0.535,0.175,0.078,,,,,,,,,27.0,Guatemala,6.436,0.8,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,1.357,0.795,0.439,0.08,0.132,,,,,,,,,28.0,Saudi Arabia,6.375,1.403,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,1.313,0.871,0.555,0.22,0.167,,,,,,,,,29.0,Qatar,6.374,1.684,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,1.484,1.062,0.362,0.153,0.079,,,,,,,,,30.0,Spain,6.354,1.286,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,1.442,0.91,0.516,0.109,0.054,,,,,,,,,31.0,Panama,6.321,1.149,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,1.439,0.802,0.39,0.099,0.086,,,,,,,,,32.0,Brazil,6.3,1.004,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,1.465,0.891,0.523,0.127,0.15,,,,,,,,,33.0,Uruguay,6.293,1.124,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,1.463,1.141,0.556,0.271,0.453,,,,,,,,,34.0,Singapore,6.262,1.572,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,1.242,0.789,0.43,0.093,0.074,,,,,,,,,35.0,El Salvador,6.253,0.794,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,1.488,1.039,0.231,0.158,0.03,,,,,,,,,36.0,Italy,6.223,1.294,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,1.368,0.871,0.536,0.255,0.11,,,,,,,,,37.0,Bahrain,6.199,1.362,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,1.504,0.881,0.334,0.121,0.014,,,,,,,,,38.0,Slovakia,6.198,1.246,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,1.477,0.713,0.489,0.185,0.016,,,,,,,,,39.0,Trinidad & Tobago,6.192,1.231,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,1.438,0.884,0.483,0.117,0.05,,,,,,,,,40.0,Poland,6.182,1.206,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,1.529,0.756,0.631,0.322,0.24,,,,,,,,,41.0,Uzbekistan,6.174,0.745,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,1.515,0.818,0.291,0.043,0.042,,,,,,,,,42.0,Lithuania,6.149,1.238,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,1.41,0.841,0.47,0.099,0.034,,,,,,,,,43.0,Colombia,6.125,0.985,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,1.523,0.953,0.564,0.144,0.057,,,,,,,,,44.0,Slovenia,6.118,1.258,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,1.325,0.835,0.435,0.2,0.127,,,,,,,,,45.0,Nicaragua,6.105,0.694,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,1.232,0.758,0.489,0.262,0.006,,,,,,,,,46.0,Kosovo,6.1,0.882,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,1.432,0.881,0.471,0.066,0.05,,,,,,,,,47.0,Argentina,6.086,1.092,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,1.232,0.825,0.462,0.083,0.005,,,,,,,,,48.0,Romania,6.07,1.162,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,1.223,1.042,0.406,0.19,0.041,,,,,,,,,49.0,Cyprus,6.046,1.263,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,1.312,0.868,0.498,0.126,0.087,,,,,,,,,50.0,Ecuador,6.028,0.912,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,1.319,0.808,0.493,0.142,0.097,,,,,,,,,51.0,Kuwait,6.021,1.5,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,1.409,0.828,0.557,0.359,0.028,,,,,,,,,52.0,Thailand,6.008,1.05,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,1.465,0.812,0.264,0.075,0.064,,,,,,,,,53.0,Latvia,5.94,1.187,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,1.219,1.036,0.159,0.175,0.056,,,,,,,,,54.0,South Korea,5.895,1.301,,,,,,,,,,,,,,,,,,,,,
