,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Overall rank,Country or region,Score,GDP per capita,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual
535,,,,,,,,1.369,0.685,0.288,0.134,0.043,,,,,,,,,78.0,Serbia,5.398,0.975,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,1.202,0.879,0.131,0.0,0.044,,,,,,,,,79.0,Greece,5.358,1.154,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,1.179,0.785,0.503,0.214,0.136,,,,,,,,,80.0,Lebanon,5.358,0.965,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,1.279,0.729,0.259,0.111,0.081,,,,,,,,,81.0,Montenegro,5.347,1.017,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,1.161,0.737,0.38,0.12,0.039,,,,,,,,,82.0,Croatia,5.321,1.115,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,1.441,0.614,0.578,0.12,0.106,,,,,,,,,83.0,Dominican Republic,5.302,0.982,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,1.154,0.687,0.077,0.055,0.135,,,,,,,,,84.0,Algeria,5.295,0.979,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,0.797,0.669,0.46,0.026,0.074,,,,,,,,,85.0,Morocco,5.254,0.779,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,1.142,0.799,0.597,0.029,0.103,,,,,,,,,86.0,China,5.246,0.989,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,1.161,0.603,0.43,0.031,0.176,,,,,,,,,87.0,Azerbaijan,5.201,1.024,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,1.166,0.598,0.292,0.187,0.034,,,,,,,,,88.0,Tajikistan,5.199,0.474,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,1.239,0.691,0.394,0.173,0.052,,,,,,,,,89.0,Macedonia,5.185,0.959,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,1.265,0.645,0.468,0.13,0.134,,,,,,,,,90.0,Jordan,5.161,0.822,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,1.172,0.048,0.462,0.201,0.032,,,,,,,,,91.0,Nigeria,5.155,0.689,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,1.416,0.594,0.54,0.281,0.035,,,,,,,,,92.0,Kyrgyzstan,5.131,0.53,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,1.078,0.758,0.28,0.216,0.0,,,,,,,,,93.0,Bosnia and Herzegovina,5.129,0.915,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,1.517,0.575,0.395,0.253,0.032,,,,,,,,,94.0,Mongolia,5.125,0.914,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,1.365,0.702,0.618,0.177,0.079,,,,,,,,,95.0,Vietnam,5.103,0.715,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,1.215,0.522,0.538,0.484,0.018,,,,,,,,,96.0,Indonesia,5.093,0.899,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,1.335,0.527,0.541,0.364,0.171,,,,,,,,,97.0,Bhutan,5.082,0.796,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,0.712,0.115,0.674,0.238,0.282,,,,,,,,,98.0,Somalia,4.982,0.0,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,0.891,0.182,0.454,0.183,0.043,,,,,,,,,99.0,Cameroon,4.975,0.535,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,1.515,0.712,0.359,0.064,0.009,,,,,,,,,100.0,Bulgaria,4.933,1.054,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,1.228,0.539,0.526,0.302,0.078,,,,,,,,,101.0,Nepal,4.88,0.425,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,1.469,0.657,0.133,0.056,0.052,,,,,,,,,102.0,Venezuela,4.806,0.996,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,1.164,0.404,0.356,0.032,0.052,,,,,,,,,103.0,Gabon,4.758,1.036,,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,1.217,0.602,0.266,0.086,0.076,,,,,,,,,104.0,Palestinian Territories,4.743,0.642,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,1.41,0.33,0.516,0.103,0.056,,,,,,,,,105.0,South Africa,4.724,0.94,,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,0.771,0.691,0.459,0.282,0.129,,,,,,,,,106.0,Iran,4.707,1.059,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,0.872,0.08,0.467,0.146,0.103,,,,,,,,,107.0,Ivory Coast,4.671,0.541,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,0.896,0.337,0.499,0.212,0.029,,,,,,,,,108.0,Ghana,4.657,0.592,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,1.117,0.433,0.406,0.138,0.082,,,,,,,,,109.0,Senegal,4.631,0.429,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,1.034,0.441,0.626,0.23,0.174,,,,,,,,,110.0,Laos,4.623,0.72,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,0.906,0.69,0.271,0.04,0.063,,,,,,,,,111.0,Tunisia,4.592,0.9,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,0.817,0.79,0.419,0.149,0.032,,,,,,,,,112.0,Albania,4.586,0.916,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,0.813,0.0,0.355,0.238,0.053,,,,,,,,,113.0,Sierra Leone,4.571,0.256,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,0.811,0.343,0.514,0.091,0.077,,,,,,,,,114.0,Congo (Brazzaville),4.559,0.682,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,0.85,0.579,0.58,0.153,0.144,,,,,,,,,115.0,Bangladesh,4.5,0.532,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,1.314,0.672,0.585,0.307,0.05,,,,,,,,,116.0,Sri Lanka,4.471,0.918,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,0.971,0.536,0.304,0.148,0.095,,,,,,,,,117.0,Iraq,4.456,1.01,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,1.233,0.152,0.367,0.139,0.056,,,,,,,,,118.0,Mali,4.447,0.37,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,1.281,0.365,0.519,0.051,0.064,,,,,,,,,119.0,Namibia,4.441,0.874,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,1.088,0.457,0.696,0.256,0.065,,,,,,,,,120.0,Cambodia,4.433,0.549,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,1.097,0.254,0.312,0.175,0.128,,,,,,,,,121.0,Burkina Faso,4.424,0.314,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,1.025,0.553,0.312,0.092,0.107,,,,,,,,,122.0,Egypt,4.419,0.885,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,0.902,0.173,0.531,0.206,0.158,,,,,,,,,123.0,Mozambique,4.417,0.198,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,1.048,0.454,0.504,0.352,0.055,,,,,,,,,124.0,Kenya,4.41,0.493,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,1.047,0.295,0.503,0.221,0.082,,,,,,,,,125.0,Zambia,4.377,0.562,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,1.245,0.292,0.129,0.134,0.093,,,,,,,,,126.0,Mauritania,4.356,0.557,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,0.95,0.391,0.452,0.22,0.146,,,,,,,,,127.0,Ethiopia,4.35,0.308,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,0.592,0.643,0.375,0.038,0.215,,,,,,,,,128.0,Georgia,4.34,0.853,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,0.99,0.666,0.26,0.077,0.028,,,,,,,,,129.0,Armenia,4.321,0.816,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,1.174,0.429,0.58,0.598,0.178,,,,,,,,,130.0,Myanmar,4.308,0.682,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,0.907,0.053,0.189,0.181,0.06,,,,,,,,,131.0,Chad,4.301,0.358,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,1.136,0.204,0.312,0.197,0.052,,,,,,,,,132.0,Congo (Kinshasa),4.245,0.069,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,0.747,0.485,0.539,0.172,0.093,,,,,,,,,133.0,India,4.19,0.721,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,0.867,0.221,0.39,0.175,0.099,,,,,,,,,134.0,Niger,4.166,0.131,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,1.09,0.237,0.45,0.259,0.061,,,,,,,,,135.0,Uganda,4.161,0.322,,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,0.372,0.24,0.44,0.163,0.067,,,,,,,,,136.0,Benin,4.141,0.378,,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,1.24,0.312,0.016,0.134,0.082,,,,,,,,,137.0,Sudan,4.139,0.605,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,1.413,0.609,0.163,0.187,0.011,,,,,,,,,138.0,Ukraine,4.103,0.793,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,0.474,0.253,0.434,0.158,0.101,,,,,,,,,139.0,Togo,3.999,0.259,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,0.792,0.211,0.394,0.185,0.094,,,,,,,,,140.0,Guinea,3.964,0.344,,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,1.215,0.079,0.423,0.116,0.112,,,,,,,,,141.0,Lesotho,3.808,0.472,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,1.125,0.269,0.0,0.079,0.061,,,,,,,,,142.0,Angola,3.795,0.73,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,0.908,0.402,0.221,0.155,0.049,,,,,,,,,143.0,Madagascar,3.774,0.262,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,1.094,0.248,0.406,0.132,0.099,,,,,,,,,144.0,Zimbabwe,3.692,0.357,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,0.537,0.255,0.085,0.191,0.036,,,,,,,,,145.0,Afghanistan,3.632,0.332,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,1.174,0.417,0.557,0.042,0.092,,,,,,,,,146.0,Botswana,3.59,1.017,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,0.541,0.306,0.531,0.21,0.08,,,,,,,,,147.0,Malawi,3.587,0.186,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,0.714,0.289,0.025,0.392,0.104,,,,,,,,,148.0,Haiti,3.582,0.315,,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,0.858,0.267,0.419,0.206,0.03,,,,,,,,,149.0,Liberia,3.495,0.076,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,0.382,0.539,0.088,0.376,0.144,,,,,,,,,150.0,Syria,3.462,0.689,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,0.896,0.4,0.636,0.2,0.444,,,,,,,,,151.0,Rwanda,3.408,0.332,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,1.073,0.343,0.244,0.083,0.064,,,,,,,,,152.0,Yemen,3.355,0.442,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,0.991,0.381,0.481,0.27,0.097,,,,,,,,,153.0,Tanzania,3.303,0.455,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,0.608,0.177,0.112,0.224,0.106,,,,,,,,,154.0,South Sudan,3.254,0.337,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,0.0,0.01,0.305,0.218,0.038,,,,,,,,,155.0,Central African Republic,3.083,0.024,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,0.627,0.145,0.065,0.149,0.076,,,,,,,,,156.0,Burundi,2.905,0.091,,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,0.29678,,,,,,,,,,,,,,Switzerland,Western Europe,1.0,7.587,0.03411,1.39651,1.34951,0.94143,0.66557,0.41978,2.51738,,,,,,,,,,
615,,,,,,,,,,,0.4363,,,,,,,,,,,,,,Iceland,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,2.70201,,,,,,,,,,
616,,,,,,,,,,,0.34139,,,,,,,,,,,,,,Denmark,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,2.49204,,,,,,,,,,
617,,,,,,,,,,,0.34699,,,,,,,,,,,,,,Norway,Western Europe,4.0,7.522,0.0388,1.459,1.33095,0.88521,0.66973,0.36503,2.46531,,,,,,,,,,
618,,,,,,,,,,,0.45811,,,,,,,,,,,,,,Canada,North America,5.0,7.427,0.03553,1.32629,1.32261,0.90563,0.63297,0.32957,2.45176,,,,,,,,,,
619,,,,,,,,,,,0.23351,,,,,,,,,,,,,,Finland,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,2.61955,,,,,,,,,,
620,,,,,,,,,,,0.4761,,,,,,,,,,,,,,Netherlands,Western Europe,7.0,7.378,0.02799,1.32944,1.28017,0.89284,0.61576,0.31814,2.4657,,,,,,,,,,
621,,,,,,,,,,,0.36262,,,,,,,,,,,,,,Sweden,Western Europe,8.0,7.364,0.03157,1.33171,1.28907,0.91087,0.6598,0.43844,2.37119,,,,,,,,,,
622,,,,,,,,,,,0.47501,,,,,,,,,,,,,,New Zealand,Australia and New Zealand,9.0,7.286,0.03371,1.25018,1.31967,0.90837,0.63938,0.42922,2.26425,,,,,,,,,,
623,,,,,,,,,,,0.43562,,,,,,,,,,,,,,Australia,Australia and New Zealand,10.0,7.284,0.04083,1.33358,1.30923,0.93156,0.65124,0.35637,2.26646,,,,,,,,,,
624,,,,,,,,,,,0.33172,,,,,,,,,,,,,,Israel,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,3.08854,,,,,,,,,,
625,,,,,,,,,,,0.25497,,,,,,,,,,,,,,Costa Rica,Latin America and Caribbean,12.0,7.226,0.04454,0.95578,1.23788,0.86027,0.63376,0.10583,3.17728,,,,,,,,,,
626,,,,,,,,,,,0.33088,,,,,,,,,,,,,,Austria,Western Europe,13.0,7.2,0.03751,1.33723,1.29704,0.89042,0.62433,0.18676,2.5332,,,,,,,,,,
627,,,,,,,,,,,0.14074,,,,,,,,,,,,,,Mexico,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,3.60214,,,,,,,,,,
628,,,,,,,,,,,0.40105,,,,,,,,,,,,,,United States,North America,15.0,7.119,0.03839,1.39451,1.24711,0.86179,0.54604,0.1589,2.51011,,,,,,,,,,
629,,,,,,,,,,,0.14574,,,,,,,,,,,,,,Brazil,Latin America and Caribbean,16.0,6.983,0.04076,0.98124,1.23287,0.69702,0.49049,0.17521,3.26001,,,,,,,,,,
630,,,,,,,,,,,0.28034,,,,,,,,,,,,,,Luxembourg,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,1.96961,,,,,,,,,,
631,,,,,,,,,,,0.45901,,,,,,,,,,,,,,Ireland,Western Europe,18.0,6.94,0.03676,1.33596,1.36948,0.89533,0.61777,0.28703,1.9757,,,,,,,,,,
632,,,,,,,,,,,0.2225,,,,,,,,,,,,,,Belgium,Western Europe,19.0,6.937,0.03595,1.30782,1.28566,0.89667,0.5845,0.2254,2.41484,,,,,,,,,,
633,,,,,,,,,,,0.26428,,,,,,,,,,,,,,United Arab Emirates,Middle East and Northern Africa,20.0,6.901,0.03729,1.42727,1.12575,0.80925,0.64157,0.38583,2.24743,,,,,,,,,,
634,,,,,,,,,,,0.51912,,,,,,,,,,,,,,United Kingdom,Western Europe,21.0,6.867,0.01866,1.26637,1.28548,0.90943,0.59625,0.32067,1.96994,,,,,,,,,,
635,,,,,,,,,,,0.21542,,,,,,,,,,,,,,Oman,Middle East and Northern Africa,22.0,6.853,0.05335,1.36011,1.08182,0.76276,0.63274,0.32524,2.47489,,,,,,,,,,
636,,,,,,,,,,,0.05841,,,,,,,,,,,,,,Venezuela,Latin America and Caribbean,23.0,6.81,0.06476,1.04424,1.25596,0.72052,0.42908,0.11069,3.19131,,,,,,,,,,
637,,,,,,,,,,,0.31105,,,,,,,,,,,,,,Singapore,Southeastern Asia,24.0,6.798,0.0378,1.52186,1.02,1.02525,0.54252,0.4921,1.88501,,,,,,,,,,
638,,,,,,,,,,,0.24434,,,,,,,,,,,,,,Panama,Latin America and Caribbean,25.0,6.786,0.0491,1.06353,1.1985,0.79661,0.5421,0.0927,2.84848,,,,,,,,,,
639,,,,,,,,,,,0.28214,,,,,,,,,,,,,,Germany,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,2.11569,,,,,,,,,,
640,,,,,,,,,,,0.33363,,,,,,,,,,,,,,Chile,Latin America and Caribbean,27.0,6.67,0.058,1.10715,1.12447,0.85857,0.44132,0.12869,2.67585,,,,,,,,,,
641,,,,,,,,,,,0.32573,,,,,,,,,,,,,,Qatar,Middle East and Northern Africa,28.0,6.611,0.06257,1.69042,1.0786,0.79733,0.6404,0.52208,1.55674,,,,,,,,,,
642,,,,,,,,,,,0.12332,,,,,,,,,,,,,,France,Western Europe,29.0,6.575,0.03512,1.27778,1.26038,0.94579,0.55011,0.20646,2.21126,,,,,,,,,,
643,,,,,,,,,,,0.11451,,,,,,,,,,,,,,Argentina,Latin America and Caribbean,30.0,6.574,0.04612,1.05351,1.24823,0.78723,0.44974,0.08484,2.836,,,,,,,,,,
644,,,,,,,,,,,0.10686,,,,,,,,,,,,,,Czech Republic,Central and Eastern Europe,31.0,6.505,0.04168,1.17898,1.20643,0.84483,0.46364,0.02652,2.67782,,,,,,,,,,
645,,,,,,,,,,,0.2324,,,,,,,,,,,,,,Uruguay,Latin America and Caribbean,32.0,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,2.32142,,,,,,,,,,
646,,,,,,,,,,,0.18401,,,,,,,,,,,,,,Colombia,Latin America and Caribbean,33.0,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,2.85737,,,,,,,,,,
647,,,,,,,,,,,0.5763,,,,,,,,,,,,,,Thailand,Southeastern Asia,34.0,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,2.31945,,,,,,,,,,
648,,,,,,,,,,,0.13706,,,,,,,,,,,,,,Saudi Arabia,Middle East and Northern Africa,35.0,6.411,0.04633,1.39541,1.08393,0.72025,0.31048,0.32524,2.43872,,,,,,,,,,
649,,,,,,,,,,,0.18227,,,,,,,,,,,,,,Spain,Western Europe,36.0,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,2.12367,,,,,,,,,,
650,,,,,,,,,,,0.51752,,,,,,,,,,,,,,Malta,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,1.6488,,,,,,,,,,
651,,,,,,,,,,,0.25376,,,,,,,,,,,,,,Taiwan,Eastern Asia,38.0,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,2.32323,,,,,,,,,,
652,,,,,,,,,,,0.16228,,,,,,,,,,,,,,Kuwait,Middle East and Northern Africa,39.0,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,1.87634,,,,,,,,,,
653,,,,,,,,,,,0.16991,,,,,,,,,,,,,,Suriname,Latin America and Caribbean,40.0,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,2.79094,,,,,,,,,,
654,,,,,,,,,,,0.31844,,,,,,,,,,,,,,Trinidad and Tobago,Latin America and Caribbean,41.0,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,2.26882,,,,,,,,,,
655,,,,,,,,,,,0.10692,,,,,,,,,,,,,,El Salvador,Latin America and Caribbean,42.0,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,3.035,,,,,,,,,,
656,,,,,,,,,,,0.27489,,,,,,,,,,,,,,Guatemala,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,2.74255,,,,,,,,,,
657,,,,,,,,,,,0.22837,,,,,,,,,,,,,,Uzbekistan,Central and Eastern Europe,44.0,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.30826,2.23741,,,,,,,,,,
658,,,,,,,,,,,0.16893,,,,,,,,,,,,,,Slovakia,Central and Eastern Europe,45.0,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,2.24639,,,,,,,,,,
659,,,,,,,,,,,0.10705,,,,,,,,,,,,,,Japan,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,1.68435,,,,,,,,,,
660,,,,,,,,,,,0.18557,,,,,,,,,,,,,,South Korea,Eastern Asia,47.0,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,2.21978,,,,,,,,,,
661,,,,,,,,,,,0.11541,,,,,,,,,,,,,,Ecuador,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,2.53942,,,,,,,,,,
662,,,,,,,,,,,0.17362,,,,,,,,,,,,,,Bahrain,Middle East and Northern Africa,49.0,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.306,1.73797,,,,,,,,,,
663,,,,,,,,,,,0.22823,,,,,,,,,,,,,,Italy,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,2.02518,,,,,,,,,,
664,,,,,,,,,,,0.20536,,,,,,,,,,,,,,Bolivia,Latin America and Caribbean,51.0,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,2.82334,,,,,,,,,,
665,,,,,,,,,,,0.20951,,,,,,,,,,,,,,Moldova,Central and Eastern Europe,52.0,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,3.10712,,,,,,,,,,
666,,,,,,,,,,,0.3424,,,,,,,,,,,,,,Paraguay,Latin America and Caribbean,53.0,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,2.18896,,,,,,,,,,
667,,,,,,,,,,,0.11827,,,,,,,,,,,,,,Kazakhstan,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,2.24729,,,,,,,,,,
668,,,,,,,,,,,0.25328,,,,,,,,,,,,,,Slovenia,Central and Eastern Europe,55.0,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,1.61583,,,,,,,,,,
669,,,,,,,,,,,0.02641,,,,,,,,,,,,,,Lithuania,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,2.44649,,,,,,,,,,
670,,,,,,,,,,,0.27815,,,,,,,,,,,,,,Nicaragua,Latin America and Caribbean,57.0,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,2.32407,,,,,,,,,,
671,,,,,,,,,,,0.14982,,,,,,,,,,,,,,Peru,Latin America and Caribbean,58.0,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,2.5945,,,,,,,,,,
672,,,,,,,,,,,0.11046,,,,,,,,,,,,,,Belarus,Central and Eastern Europe,59.0,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,2.1309,,,,,,,,,,
673,,,,,,,,,,,0.16759,,,,,,,,,,,,,,Poland,Central and Eastern Europe,60.0,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,1.86565,,,,,,,,,,
674,,,,,,,,,,,0.33075,,,,,,,,,,,,,,Malaysia,Southeastern Asia,61.0,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,1.88541,,,,,,,,,,
675,,,,,,,,,,,0.05444,,,,,,,,,,,,,,Croatia,Central and Eastern Europe,62.0,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,2.75414,,,,,,,,,,
676,,,,,,,,,,,0.18295,,,,,,,,,,,,,,Libya,Middle East and Northern Africa,63.0,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,2.09066,,,,,,,,,,
677,,,,,,,,,,,0.00199,,,,,,,,,,,,,,Russia,Central and Eastern Europe,64.0,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,2.27394,,,,,,,,,,
678,,,,,,,,,,,0.2123,,,,,,,,,,,,,,Jamaica,Latin America and Caribbean,65.0,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,2.32038,,,,,,,,,,
679,,,,,,,,,,,0.26169,,,,,,,,,,,,,,North Cyprus,Western Europe,66.0,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,1.59888,,,,,,,,,,
680,,,,,,,,,,,0.30638,,,,,,,,,,,,,,Cyprus,Western Europe,67.0,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,1.88931,,,,,,,,,,
681,,,,,,,,,,,0.07822,,,,,,,,,,,,,,Algeria,Middle East and Northern Africa,68.0,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,2.43209,,,,,,,,,,
682,,,,,,,,,,,0.2831,,,,,,,,,,,,,,Kosovo,Central and Eastern Europe,69.0,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,2.76579,,,,,,,,,,
683,,,,,,,,,,,0.16979,,,,,,,,,,,,,,Turkmenistan,Central and Eastern Europe,70.0,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.30844,1.86984,,,,,,,,,,
684,,,,,,,,,,,0.37744,,,,,,,,,,,,,,Mauritius,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,1.76145,,,,,,,,,,
685,,,,,,,,,,,0.39478,,,,,,,,,,,,,,Hong Kong,Eastern Asia,72.0,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.37124,0.65429,,,,,,,,,,
686,,,,,,,,,,,0.0868,,,,,,,,,,,,,,Estonia,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,1.58782,,,,,,,,,,
687,,,,,,,,,,,0.51535,,,,,,,,,,,,,,Indonesia,Southeastern Asia,74.0,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0.0,1.86399,,,,,,,,,,
688,,,,,,,,,,,0.1686,,,,,,,,,,,,,,Vietnam,Southeastern Asia,75.0,5.36,0.03107,0.63216,0.91226,0.74676,0.59444,0.10441,2.20173,,,,,,,,,,
689,,,,,,,,,,,0.12253,,,,,,,,,,,,,,Turkey,Middle East and Northern Africa,76.0,5.332,0.03864,1.06098,0.94632,0.73172,0.22815,0.15746,2.08528,,,,,,,,,,
690,,,,,,,,,,,0.3003,,,,,,,,,,,,,,Kyrgyzstan,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,2.2327,,,,,,,,,,
